 mode no    eigenvalue   Sum(1/eigenvalue)
        1796  0.35997173       680.83630    
        1797  0.35062933       683.68829    
        1798  0.33133954       686.70636    
        1799  0.31099242       689.92188    
        1800  0.28893793       693.38281    
        1801  0.28277224       696.91925    
        1802  0.27707022       700.52844    
        1803  0.27176225       704.20813    
        1804  0.26839536       707.93396    
        1805  0.23527868       712.18427    
        1806  0.23198193       716.49493    
        1807  0.22858359       720.86969    
        1808  0.22190708       725.37610    
        1809  0.20339261       730.29272    
        1810  0.19990249       735.29517    
        1811  0.18183257       740.79474    
        1812  0.17624307       746.46875    
        1813  0.17105190       752.31494    
        1814  0.15621822       758.71625    
        1815  0.14889419       765.43243    
        1816  0.14428063       772.36334    
        1817  0.12029270       780.67639    
        1818  0.11266319       789.55243    
        1819  7.74381757E-02   802.46594    
        1820  7.04829842E-02   816.65375    
        1821  5.25964759E-02   835.66644    
        1822  4.52747382E-02   857.75385    
        1823  4.16701920E-02   881.75183    
        1824  3.86131890E-02   907.64972    
        1825  3.76193598E-02   934.23175    
        1826  3.38364840E-02   963.78564    
        1827  2.36028340E-02   1006.1534    
        1828  9.68237032E-07   1006.1534    
        1829  7.16452291E-07   1006.1534    
        1830  4.67136147E-07   1006.1534    
        1831  3.45193683E-07   1006.1534    
        1832  7.02493281E-08   1006.1534    
        1833  3.38229111E-10   1006.1534    
